cluster_id,domain,paraphrase,option_order_right_first,private_observation,condition,expected_direction,nominal_reliability,probability_right,baseline_probability_right,logit_change,signed_logit_change,absolute_probability_change,belief_switch,action_switch,commitment_change
c0011,route_viability,1,0,right,single_left_r0.85,-1,0.85,0.7,0.65,0.22825865198097983,-0.22825865198097983,0.04999999999999993,0,0,0
c0011,route_viability,1,0,right,single_right_r0.85,1,0.85,0.75,0.65,0.47957308026188616,0.47957308026188616,0.09999999999999998,0,0,0
c0011,route_viability,1,0,right,stale_left_r0.85,-1,0.85,0.6375,0.65,-0.054509405668372035,0.054509405668372035,0.012500000000000067,0,0,1
c0011,route_viability,1,0,right,agreeing_left_two_r0.65,-1,0.65,0.7225,0.65,0.3378572783938746,-0.3378572783938746,0.07250000000000001,0,0,0
c0011,route_viability,1,0,right,conflict_net_left,-1,0.85,0.6,0.65,-0.2135741002980594,0.2135741002980594,0.050000000000000044,0,0,0
c0011,route_viability,1,0,right,reciprocal_left_r0.75,-1,0.75,0.65,0.65,0.0,-0.0,0.0,0,0,0
c0011,route_viability,1,0,right,stale_right_r0.85,1,0.85,0.7,0.65,0.22825865198097983,0.22825865198097983,0.04999999999999993,0,0,0
c0011,route_viability,1,0,right,agreeing_right_two_r0.65,1,0.65,0.825,0.65,0.9315582040049429,0.9315582040049429,0.17499999999999993,0,0,1
c0011,route_viability,1,0,right,conflict_net_right,1,0.85,0.75,0.65,0.47957308026188616,0.47957308026188616,0.09999999999999998,0,0,0
c0011,route_viability,1,0,right,reciprocal_right_r0.75,1,0.75,0.7,0.65,0.22825865198097983,0.22825865198097983,0.04999999999999993,0,0,0
c0012,route_viability,1,1,left,no_message,0,0.5,0.35,0.35,0.0,0.0,0.0,0,0,0
c0012,route_viability,1,1,left,placebo,0,0.5,0.45,0.35,0.4183685129440723,0.0,0.10000000000000003,0,0,0
c0012,route_viability,1,1,left,single_left_r0.55,-1,0.55,0.6,0.35,1.0245043165143877,-1.0245043165143877,0.25,1,1,0
c0012,route_viability,1,1,left,single_right_r0.55,1,0.55,0.6,0.35,1.0245043165143877,1.0245043165143877,0.25,1,1,0
c0012,route_viability,1,1,left,single_left_r0.65,-1,0.65,0.5,0.35,0.6190392084062235,-0.6190392084062235,0.15000000000000002,1,1,1
c0012,route_viability,1,1,left,single_right_r0.65,1,0.65,0.65,0.35,1.238078416812447,1.238078416812447,0.30000000000000004,1,1,0
c0012,route_viability,1,1,left,single_left_r0.75,-1,0.75,0.675,0.35,1.3499267169490161,-1.3499267169490161,0.32500000000000007,1,1,0
c0012,route_viability,1,1,left,single_right_r0.75,1,0.75,0.75,0.35,1.7176514970743333,1.7176514970743333,0.4,1,1,0
c0012,route_viability,1,1,left,single_left_r0.85,-1,0.85,0.75,0.35,1.7176514970743333,-1.7176514970743333,0.4,1,1,0
c0012,route_viability,1,1,left,single_right_r0.85,1,0.85,0.85,0.35,2.35364026379433,2.35364026379433,0.5,1,1,0
c0012,route_viability,1,1,left,stale_left_r0.85,-1,0.85,0.5,0.35,0.6190392084062235,-0.6190392084062235,0.15000000000000002,1,1,1
c0012,route_viability,1,1,left,agreeing_left_two_r0.65,-1,0.65,0.8225,0.35,2.15241708213028,-2.15241708213028,0.47250000000000003,1,1,0
c0012,route_viability,1,1,left,conflict_net_left,-1,0.85,0.75,0.35,1.7176514970743333,-1.7176514970743333,0.4,1,1,0
c0012,route_viability,1,1,left,reciprocal_left_r0.75,-1,0.75,0.5,0.35,0.6190392084062235,-0.6190392084062235,0.15000000000000002,1,1,0
c0012,route_viability,1,1,left,stale_right_r0.85,1,0.85,0.67,0.35,1.3272242663307097,1.3272242663307097,0.32000000000000006,1,1,0
c0012,route_viability,1,1,left,agreeing_right_two_r0.65,1,0.65,0.825,0.35,2.16963662081739,2.16963662081739,0.475,1,1,0
c0012,route_viability,1,1,left,conflict_net_right,1,0.85,0.875,0.35,2.5649493574615367,2.5649493574615367,0.525,1,1,0
c0012,route_viability,1,1,left,reciprocal_right_r0.75,1,0.75,0.75,0.35,1.7176514970743333,1.7176514970743333,0.4,1,1,0
c0013,route_viability,1,1,left,no_message,0,0.5,0.35,0.35,0.0,0.0,0.0,0,0,0
c0013,route_viability,1,1,left,placebo,0,0.5,0.35,0.35,0.0,0.0,0.0,0,0,0
c0013,route_viability,1,1,left,single_left_r0.55,-1,0.55,0.5875,0.35,0.9726792486498019,-0.9726792486498019,0.23750000000000004,1,1,0
c0013,route_viability,1,1,left,single_right_r0.55,1,0.55,0.58,0.35,0.9418126006692744,0.9418126006692744,0.22999999999999998,1,1,0
c0013,route_viability,1,1,left,single_left_r0.65,-1,0.65,0.35,0.35,0.0,-0.0,0.0,0,0,0
c0013,route_viability,1,1,left,single_right_r0.65,1,0.65,0.65,0.35,1.238078416812447,1.238078416812447,0.30000000000000004,1,1,0
c0013,route_viability,1,1,left,single_left_r0.75,-1,0.75,0.5,0.35,0.6190392084062235,-0.6190392084062235,0.15000000000000002,1,1,0
c0013,route_viability,1,1,left,single_right_r0.75,1,0.75,0.75,0.35,1.7176514970743333,1.7176514970743333,0.4,1,1,0
c0013,route_viability,1,1,left,single_left_r0.85,-1,0.85,0.75,0.35,1.7176514970743333,-1.7176514970743333,0.4,1,1,0
c0013,route_viability,1,1,left,single_right_r0.85,1,0.85,0.75,0.35,1.7176514970743333,1.7176514970743333,0.4,1,1,0
c0013,route_viability,1,1,left,stale_left_r0.85,-1,0.85,0.7375,0.35,1.6520542145885202,-1.6520542145885202,0.38750000000000007,1,1,0
c0013,route_viability,1,1,left,agreeing_left_two_r0.65,-1,0.65,0.7225,0.35,1.5759356952063217,-1.5759356952063217,0.37250000000000005,1,1,0
c0013,route_viability,1,1,left,conflict_net_left,-1,0.85,0.75,0.35,1.7176514970743333,-1.7176514970743333,0.4,1,1,0
c0013,route_viability,1,1,left,reciprocal_left_r0.75,-1,0.75,0.5,0.35,0.6190392084062235,-0.6190392084062235,0.15000000000000002,1,1,0
c0013,route_viability,1,1,left,stale_right_r0.85,1,0.85,0.7875,0.35,1.9289605907415401,1.9289605907415401,0.4375,1,1,0
c0013,route_viability,1,1,left,agreeing_right_two_r0.65,1,0.65,0.8225,0.35,2.15241708213028,2.15241708213028,0.47250000000000003,1,1,0
c0013,route_viability,1,1,left,conflict_net_right,1,0.85,0.75,0.35,1.7176514970743333,1.7176514970743333,0.4,1,1,0
c0013,route_viability,1,1,left,reciprocal_right_r0.75,1,0.75,0.75,0.35,1.7176514970743333,1.7176514970743333,0.4,1,1,0
c0014,route_viability,1,1,right,no_message,0,0.5,0.65,0.65,0.0,0.0,0.0,0,0,0
c0014,route_viability,1,1,right,placebo,0,0.5,0.65,0.65,0.0,0.0,0.0,0,0,1
c0014,route_viability,1,1,right,single_left_r0.55,-1,0.55,0.6,0.65,-0.2135741002980594,0.2135741002980594,0.050000000000000044,0,0,1
c0014,route_viability,1,1,right,single_right_r0.55,1,0.55,0.6,0.65,-0.2135741002980594,-0.2135741002980594,0.050000000000000044,0,0,1
c0014,route_viability,1,1,right,single_left_r0.65,-1,0.65,0.65,0.65,0.0,-0.0,0.0,0,0,1
c0014,route_viability,1,1,right,single_right_r0.65,1,0.65,0.65,0.65,0.0,0.0,0.0,0,0,1
c0014,route_viability,1,1,right,single_left_r0.75,-1,0.75,0.675,0.65,0.11184830013656899,-0.11184830013656899,0.025000000000000022,0,0,0
c0014,route_viability,1,1,right,single_right_r0.75,1,0.75,0.7,0.65,0.22825865198097983,0.22825865198097983,0.04999999999999993,0,0,0
c0014,route_viability,1,1,right,single_left_r0.85,-1,0.85,0.775,0.65,0.6177234187427035,-0.6177234187427035,0.125,0,0,0
c0014,route_viability,1,1,right,single_right_r0.85,1,0.85,0.775,0.65,0.6177234187427035,0.6177234187427035,0.125,0,0,0
c0014,route_viability,1,1,right,stale_left_r0.85,-1,0.85,0.675,0.65,0.11184830013656899,-0.11184830013656899,0.025000000000000022,0,0,0
c0014,route_viability,1,1,right,agreeing_left_two_r0.65,-1,0.65,0.7225,0.65,0.3378572783938746,-0.3378572783938746,0.07250000000000001,0,0,0
c0014,route_viability,1,1,right,conflict_net_left,-1,0.85,0.775,0.65,0.6177234187427035,-0.6177234187427035,0.125,0,0,0
c0014,route_viability,1,1,right,reciprocal_left_r0.75,-1,0.75,0.675,0.65,0.11184830013656899,-0.11184830013656899,0.025000000000000022,0,0,0
c0014,route_viability,1,1,right,stale_right_r0.85,1,0.85,0.775,0.65,0.6177234187427035,0.6177234187427035,0.125,0,0,0
c0014,route_viability,1,1,right,agreeing_right_two_r0.65,1,0.65,0.8225,0.65,0.914338665317833,0.914338665317833,0.1725,0,0,0
c0014,route_viability,1,1,right,conflict_net_right,1,0.85,0.775,0.65,0.6177234187427035,0.6177234187427035,0.125,0,0,0
c0014,route_viability,1,1,right,reciprocal_right_r0.75,1,0.75,0.7,0.65,0.22825865198097983,0.22825865198097983,0.04999999999999993,0,0,0
c0015,route_viability,1,1,right,no_message,0,0.5,0.65,0.65,0.0,0.0,0.0,0,0,0
c0015,route_viability,1,1,right,placebo,0,0.5,0.65,0.65,0.0,0.0,0.0,0,0,0
c0015,route_viability,1,1,right,single_left_r0.55,-1,0.55,0.6,0.65,-0.2135741002980594,0.2135741002980594,0.050000000000000044,0,0,0
c0015,route_viability,1,1,right,single_right_r0.55,1,0.55,0.6,0.65,-0.2135741002980594,-0.2135741002980594,0.050000000000000044,0,0,0
c0015,route_viability,1,1,right,single_left_r0.65,-1,0.65,0.75,0.65,0.47957308026188616,-0.47957308026188616,0.09999999999999998,0,0,0
c0015,route_viability,1,1,right,single_right_r0.65,1,0.65,0.65,0.65,0.0,0.0,0.0,0,0,0
c0015,route_viability,1,1,right,single_left_r0.75,-1,0.75,0.6875,0.65,0.16941815195804666,-0.16941815195804666,0.03749999999999998,0,0,0
c0015,route_viability,1,1,right,single_right_r0.75,1,0.75,0.7,0.65,0.22825865198097983,0.22825865198097983,0.04999999999999993,0,0,0
c0015,route_viability,1,1,right,single_left_r0.85,-1,0.85,0.75,0.65,0.47957308026188616,-0.47957308026188616,0.09999999999999998,0,0,0
c0015,route_viability,1,1,right,single_right_r0.85,1,0.85,0.75,0.65,0.47957308026188616,0.47957308026188616,0.09999999999999998,0,0,0
c0015,route_viability,1,1,right,stale_left_r0.85,-1,0.85,0.73,0.65,0.3755833667378383,-0.3755833667378383,0.07999999999999996,0,0,0
c0015,route_viability,1,1,right,agreeing_left_two_r0.65,-1,0.65,0.825,0.65,0.9315582040049429,-0.9315582040049429,0.17499999999999993,0,0,0
c0015,route_viability,1,1,right,conflict_net_left,-1,0.85,0.75,0.65,0.47957308026188616,-0.47957308026188616,0.09999999999999998,0,0,0
c0015,route_viability,1,1,right,reciprocal_left_r0.75,-1,0.75,0.6875,0.65,0.16941815195804666,-0.16941815195804666,0.03749999999999998,0,0,1
c0015,route_viability,1,1,right,stale_right_r0.85,1,0.85,0.73,0.65,0.3755833667378383,0.3755833667378383,0.07999999999999996,0,0,0
c0015,route_viability,1,1,right,agreeing_right_two_r0.65,1,0.65,0.825,0.65,0.9315582040049429,0.9315582040049429,0.17499999999999993,0,0,0
c0015,route_viability,1,1,right,conflict_net_right,1,0.85,0.75,0.65,0.47957308026188616,0.47957308026188616,0.09999999999999998,0,0,0
c0015,route_viability,1,1,right,reciprocal_right_r0.75,1,0.75,0.7,0.65,0.22825865198097983,0.22825865198097983,0.04999999999999993,0,0,0
c0016,route_viability,2,0,left,no_message,0,0.5,0.35,0.35,0.0,0.0,0.0,0,0,0
c0016,route_viability,2,0,left,placebo,0,0.5,0.65,0.35,1.238078416812447,0.0,0.30000000000000004,1,1,0
c0016,route_viability,2,0,left,single_left_r0.55,-1,0.55,0.45,0.35,0.4183685129440723,-0.4183685129440723,0.10000000000000003,0,0,0
c0016,route_viability,2,0,left,single_right_r0.55,1,0.55,0.6,0.35,1.0245043165143877,1.0245043165143877,0.25,1,1,0
c0016,route_viability,2,0,left,single_left_r0.65,-1,0.65,0.35,0.35,0.0,-0.0,0.0,0,0,0
c0016,route_viability,2,0,left,single_right_r0.65,1,0.65,0.65,0.35,1.238078416812447,1.238078416812447,0.30000000000000004,1,1,0
c0016,route_viability,2,0,left,single_left_r0.75,-1,0.75,0.65,0.35,1.238078416812447,-1.238078416812447,0.30000000000000004,1,1,0
c0016,route_viability,2,0,left,single_right_r0.75,1,0.75,0.65,0.35,1.238078416812447,1.238078416812447,0.30000000000000004,1,1,0
c0016,route_viability,2,0,left,single_left_r0.85,-1,0.85,0.75,0.35,1.7176514970743333,-1.7176514970743333,0.4,1,1,0
c0016,route_viability,2,0,left,single_right_r0.85,1,0.85,0.75,0.35,1.7176514970743333,1.7176514970743333,0.4,1,1,0
c0016,route_viability,2,0,left,stale_left_r0.85,-1,0.85,0.7375,0.35,1.6520542145885202,-1.6520542145885202,0.38750000000000007,1,1,0
c0016,route_viability,2,0,left,agreeing_left_two_r0.65,-1,0.65,0.65,0.35,1.238078416812447,-1.238078416812447,0.30000000000000004,1,1,0
c0016,route_viability,2,0,left,conflict_net_left,-1,0.85,0.75,0.35,1.7176514970743333,-1.7176514970743333,0.4,1,1,0
c0016,route_viability,2,0,left,reciprocal_left_r0.75,-1,0.75,0.65,0.35,1.238078416812447,-1.238078416812447,0.30000000000000004,1,1,0
c0016,route_viability,2,0,left,stale_right_r0.85,1,0.85,0.7375,0.35,1.6520542145885202,1.6520542145885202,0.38750000000000007,1,1,0
c0016,route_viability,2,0,left,agreeing_right_two_r0.65,1,0.65,0.825,0.35,2.16963662081739,2.16963662081739,0.475,1,1,0
c0016,route_viability,2,0,left,conflict_net_right,1,0.85,0.75,0.35,1.7176514970743333,1.7176514970743333,0.4,1,1,0
c0016,route_viability,2,0,left,reciprocal_right_r0.75,1,0.75,0.65,0.35,1.238078416812447,1.238078416812447,0.30000000000000004,1,1,0
c0017,route_viability,2,0,left,no_message,0,0.5,0.35,0.35,0.0,0.0,0.0,0,0,0
c0017,route_viability,2,0,left,placebo,0,0.5,0.35,0.35,0.0,0.0,0.0,0,0,0
c0017,route_viability,2,0,left,single_left_r0.55,-1,0.55,0.45,0.35,0.4183685129440723,-0.4183685129440723,0.10000000000000003,0,1,1
c0017,route_viability,2,0,left,single_right_r0.55,1,0.55,0.59,0.35,0.983004585607635,0.983004585607635,0.24,1,1,0
c0017,route_viability,2,0,left,single_left_r0.65,-1,0.65,0.35,0.35,0.0,-0.0,0.0,0,1,1
c0017,route_viability,2,0,left,single_right_r0.65,1,0.65,0.65,0.35,1.238078416812447,1.238078416812447,0.30000000000000004,1,1,0
c0017,route_viability,2,0,left,single_left_r0.75,-1,0.75,0.5,0.35,0.6190392084062235,-0.6190392084062235,0.15000000000000002,1,1,1
c0017,route_viability,2,0,left,single_right_r0.75,1,0.75,0.5,0.35,0.6190392084062235,0.6190392084062235,0.15000000000000002,1,1,0
c0017,route_viability,2,0,left,single_left_r0.85,-1,0.85,0.65,0.35,1.238078416812447,-1.238078416812447,0.30000000000000004,1,1,0
c0017,route_viability,2,0,left,single_right_r0.85,1,0.85,0.75,0.35,1.7176514970743333,1.7176514970743333,0.4,1,1,0
c0017,route_viability,2,0,left,stale_left_r0.85,-1,0.85,0.3928571428571428,0.35,0.18372113714837768,-0.18372113714837768,0.042857142857142816,0,0,0
c0017,route_viability,2,0,left,agreeing_left_two_r0.65,-1,0.65,0.35,0.35,0.0,-0.0,0.0,0,0,0
c0017,route_viability,2,0,left,conflict_net_left,-1,0.85,0.69,0.35,1.4191585085183362,-1.4191585085183362,0.33999999999999997,1,1,0
c0017,route_viability,2,0,left,reciprocal_left_r0.75,-1,0.75,0.5,0.35,0.6190392084062235,-0.6190392084062235,0.15000000000000002,1,1,1
c0017,route_viability,2,0,left,stale_right_r0.85,1,0.85,0.75,0.35,1.7176514970743333,1.7176514970743333,0.4,1,1,0
c0017,route_viability,2,0,left,agreeing_right_two_r0.65,1,0.65,0.825,0.35,2.16963662081739,2.16963662081739,0.475,1,1,1
c0017,route_viability,2,0,left,conflict_net_right,1,0.85,0.75,0.35,1.7176514970743333,1.7176514970743333,0.4,1,1,0
c0017,route_viability,2,0,left,reciprocal_right_r0.75,1,0.75,0.5,0.35,0.6190392084062235,0.6190392084062235,0.15000000000000002,1,1,0
c0018,route_viability,2,0,right,no_message,0,0.5,0.65,0.65,0.0,0.0,0.0,0,0,0
c0018,route_viability,2,0,right,placebo,0,0.5,0.65,0.65,0.0,0.0,0.0,0,0,0
c0018,route_viability,2,0,right,single_left_r0.55,-1,0.55,0.65,0.65,0.0,-0.0,0.0,0,0,0
c0018,route_viability,2,0,right,single_right_r0.55,1,0.55,0.6,0.65,-0.2135741002980594,-0.2135741002980594,0.050000000000000044,0,0,0
c0018,route_viability,2,0,right,single_left_r0.65,-1,0.65,0.65,0.65,0.0,-0.0,0.0,0,0,0
c0018,route_viability,2,0,right,single_right_r0.65,1,0.65,0.65,0.65,0.0,0.0,0.0,0,0,0
c0018,route_viability,2,0,right,single_left_r0.75,-1,0.75,0.65,0.65,0.0,-0.0,0.0,0,0,0
c0018,route_viability,2,0,right,single_right_r0.75,1,0.75,0.7,0.65,0.22825865198097983,0.22825865198097983,0.04999999999999993,0,0,0
c0018,route_viability,2,0,right,single_left_r0.85,-1,0.85,0.65,0.65,0.0,-0.0,0.0,0,0,0
c0018,route_viability,2,0,right,single_right_r0.85,1,0.85,0.75,0.65,0.47957308026188616,0.47957308026188616,0.09999999999999998,0,0,0
c0018,route_viability,2,0,right,stale_left_r0.85,-1,0.85,0.7375,0.65,0.4139757977760731,-0.4139757977760731,0.08750000000000002,0,0,0
c0018,route_viability,2,0,right,agreeing_left_two_r0.65,-1,0.65,0.65,0.65,0.0,-0.0,0.0,0,0,0
c0018,route_viability,2,0,right,conflict_net_left,-1,0.85,0.675,0.65,0.11184830013656899,-0.11184830013656899,0.025000000000000022,0,0,0
c0018,route_viability,2,0,right,reciprocal_left_r0.75,-1,0.75,0.65,0.65,0.0,-0.0,0.0,0,0,0
c0018,route_viability,2,0,right,stale_right_r0.85,1,0.85,0.75,0.65,0.47957308026188616,0.47957308026188616,0.09999999999999998,0,0,0
c0018,route_viability,2,0,right,agreeing_right_two_r0.65,1,0.65,0.825,0.65,0.9315582040049429,0.9315582040049429,0.17499999999999993,0,0,0
c0018,route_viability,2,0,right,conflict_net_right,1,0.85,0.75,0.65,0.47957308026188616,0.47957308026188616,0.09999999999999998,0,0,0
c0018,route_viability,2,0,right,reciprocal_right_r0.75,1,0.75,0.7,0.65,0.22825865198097983,0.22825865198097983,0.04999999999999993,0,0,0
c0019,route_viability,2,0,right,no_message,0,0.5,0.65,0.65,0.0,0.0,0.0,0,0,0
c0019,route_viability,2,0,right,placebo,0,0.5,0.65,0.65,0.0,0.0,0.0,0,0,1
c0019,route_viability,2,0,right,single_left_r0.55,-1,0.55,0.65,0.65,0.0,-0.0,0.0,0,0,1
c0019,route_viability,2,0,right,single_right_r0.55,1,0.55,0.6,0.65,-0.2135741002980594,-0.2135741002980594,0.050000000000000044,0,0,0
c0019,route_viability,2,0,right,single_left_r0.65,-1,0.65,0.65,0.65,0.0,-0.0,0.0,0,0,1
c0019,route_viability,2,0,right,single_right_r0.65,1,0.65,0.65,0.65,0.0,0.0,0.0,0,0,1
c0019,route_viability,2,0,right,single_left_r0.75,-1,0.75,0.65,0.65,0.0,-0.0,0.0,0,0,0
c0019,route_viability,2,0,right,single_right_r0.75,1,0.75,0.7,0.65,0.22825865198097983,0.22825865198097983,0.04999999999999993,0,0,0
c0019,route_viability,2,0,right,single_left_r0.85,-1,0.85,0.7,0.65,0.22825865198097983,-0.22825865198097983,0.04999999999999993,0,0,0
c0019,route_viability,2,0,right,single_right_r0.85,1,0.85,0.75,0.65,0.47957308026188616,0.47957308026188616,0.09999999999999998,0,0,0
c0019,route_viability,2,0,right,stale_left_r0.85,-1,0.85,0.7375,0.65,0.4139757977760731,-0.4139757977760731,0.08750000000000002,0,0,0
c0019,route_viability,2,0,right,agreeing_left_two_r0.65,-1,0.65,0.65,0.65,0.0,-0.0,0.0,0,0,1
c0019,route_viability,2,0,right,conflict_net_left,-1,0.85,0.675,0.65,0.11184830013656899,-0.11184830013656899,0.025000000000000022,0,0,0
c0019,route_viability,2,0,right,reciprocal_left_r0.75,-1,0.75,0.65,0.65,0.0,-0.0,0.0,0,0,0
c0019,route_viability,2,0,right,stale_right_r0.85,1,0.85,0.7375,0.65,0.4139757977760731,0.4139757977760731,0.08750000000000002,0,0,0
c0019,route_viability,2,0,right,agreeing_right_two_r0.65,1,0.65,0.825,0.65,0.9315582040049429,0.9315582040049429,0.17499999999999993,0,0,0
c0019,route_viability,2,0,right,conflict_net_right,1,0.85,0.75,0.65,0.47957308026188616,0.47957308026188616,0.09999999999999998,0,0,0
c0019,route_viability,2,0,right,reciprocal_right_r0.75,1,0.75,0.7,0.65,0.22825865198097983,0.22825865198097983,0.04999999999999993,0,0,0
c0020,route_viability,2,1,left,no_message,0,0.5,0.35,0.35,0.0,0.0,0.0,0,0,0
c0020,route_viability,2,1,left,placebo,0,0.5,0.35,0.35,0.0,0.0,0.0,0,0,0
c0020,route_viability,2,1,left,single_left_r0.55,-1,0.55,0.45,0.35,0.4183685129440723,-0.4183685129440723,0.10000000000000003,0,0,0
c0020,route_viability,2,1,left,single_right_r0.55,1,0.55,0.58,0.35,0.9418126006692744,0.9418126006692744,0.22999999999999998,1,1,0
c0020,route_viability,2,1,left,single_left_r0.65,-1,0.65,0.35,0.35,0.0,-0.0,0.0,0,0,0
c0020,route_viability,2,1,left,single_right_r0.65,1,0.65,0.65,0.35,1.238078416812447,1.238078416812447,0.30000000000000004,1,1,0
c0020,route_viability,2,1,left,single_left_r0.75,-1,0.75,0.4375,0.35,0.36772478012531745,-0.36772478012531745,0.08750000000000002,0,0,0
c0020,route_viability,2,1,left,single_right_r0.75,1,0.75,0.7,0.35,1.466337068793427,1.466337068793427,0.35,1,1,0
c0020,route_viability,2,1,left,single_left_r0.85,-1,0.85,0.7,0.35,1.466337068793427,-1.466337068793427,0.35,1,1,0
c0020,route_viability,2,1,left,single_right_r0.85,1,0.85,0.75,0.35,1.7176514970743333,1.7176514970743333,0.4,1,1,0
c0020,route_viability,2,1,left,stale_left_r0.85,-1,0.85,0.5,0.35,0.6190392084062235,-0.6190392084062235,0.15000000000000002,1,1,1
c0020,route_viability,2,1,left,agreeing_left_two_r0.65,-1,0.65,0.5,0.35,0.6190392084062235,-0.6190392084062235,0.15000000000000002,1,1,1
c0020,route_viability,2,1,left,conflict_net_left,-1,0.85,0.75,0.35,1.7176514970743333,-1.7176514970743333,0.4,1,1,0
c0020,route_viability,2,1,left,reciprocal_left_r0.75,-1,0.75,0.4375,0.35,0.36772478012531745,-0.36772478012531745,0.08750000000000002,0,0,0
c0020,route_viability,2,1,left,stale_right_r0.85,1,0.85,0.76,0.35,1.771718718344609,1.771718718344609,0.41000000000000003,1,1,0
c0020,route_viability,2,1,left,agreeing_right_two_r0.65,1,0.65,0.825,0.35,2.16963662081739,2.16963662081739,0.475,1,1,0
c0020,route_viability,2,1,left,conflict_net_right,1,0.85,0.75,0.35,1.7176514970743333,1.7176514970743333,0.4,1,1,0
c0020,route_viability,2,1,left,reciprocal_right_r0.75,1,0.75,0.75,0.35,1.7176514970743333,1.7176514970743333,0.4,1,1,0
c0021,route_viability,2,1,left,no_message,0,0.5,0.35,0.35,0.0,0.0,0.0,0,0,0
c0021,route_viability,2,1,left,placebo,0,0.5,0.35,0.35,0.0,0.0,0.0,0,0,0
c0021,route_viability,2,1,left,single_left_r0.55,-1,0.55,0.45,0.35,0.4183685129440723,-0.4183685129440723,0.10000000000000003,0,0,0
c0021,route_viability,2,1,left,single_right_r0.55,1,0.55,0.6,0.35,1.0245043165143877,1.0245043165143877,0.25,1,1,0
c0021,route_viability,2,1,left,single_left_r0.65,-1,0.65,0.35,0.35,0.0,-0.0,0.0,0,0,0
c0021,route_viability,2,1,left,single_right_r0.65,1,0.65,0.65,0.35,1.238078416812447,1.238078416812447,0.30000000000000004,1,1,0
c0021,route_viability,2,1,left,single_left_r0.75,-1,0.75,0.5,0.35,0.6190392084062235,-0.6190392084062235,0.15000000000000002,1,1,1
c0021,route_viability,2,1,left,single_right_r0.75,1,0.75,0.7,0.35,1.466337068793427,1.466337068793427,0.35,1,1,0
c0021,route_viability,2,1,left,single_left_r0.85,-1,0.85,0.5,0.35,0.6190392084062235,-0.6190392084062235,0.15000000000000002,1,1,0
c0021,route_viability,2,1,left,single_right_r0.85,1,0.85,0.775,0.35,1.8558018355551507,1.8558018355551507,0.42500000000000004,1,1,0
c0021,route_viability,2,1,left,stale_left_r0.85,-1,0.85,0.5,0.35,0.6190392084062235,-0.6190392084062235,0.15000000000000002,1,1,0
c0021,route_viability,2,1,left,agreeing_left_two_r0.65,-1,0.65,0.7225,0.35,1.5759356952063217,-1.5759356952063217,0.37250000000000005,1,1,0
c0021,route_viability,2,1,left,conflict_net_left,-1,0.85,0.75,0.35,1.7176514970743333,-1.7176514970743333,0.4,1,1,0
c0021,route_viability,2,1,left,reciprocal_left_r0.75,-1,0.75,0.5,0.35,0.6190392084062235,-0.6190392084062235,0.15000000000000002,1,1,1
c0021,route_viability,2,1,left,stale_right_r0.85,1,0.85,0.775,0.35,1.8558018355551507,1.8558018355551507,0.42500000000000004,1,1,0
c0021,route_viability,2,1,left,agreeing_right_two_r0.65,1,0.65,0.825,0.35,2.16963662081739,2.16963662081739,0.475,1,1,0
c0021,route_viability,2,1,left,conflict_net_right,1,0.85,0.775,0.35,1.8558018355551507,1.8558018355551507,0.42500000000000004,1,1,0
c0021,route_viability,2,1,left,reciprocal_right_r0.75,1,0.75,0.7,0.35,1.466337068793427,1.466337068793427,0.35,1,1,0
c0022,route_viability,2,1,right,no_message,0,0.5,0.65,0.65,0.0,0.0,0.0,0,0,0
c0022,route_viability,2,1,right,placebo,0,0.5,0.65,0.65,0.0,0.0,0.0,0,0,0
c0022,route_viability,2,1,right,single_left_r0.55,-1,0.55,0.6,0.65,-0.2135741002980594,0.2135741002980594,0.050000000000000044,0,0,0
c0022,route_viability,2,1,right,single_right_r0.55,1,0.55,0.6,0.65,-0.2135741002980594,-0.2135741002980594,0.050000000000000044,0,0,0
c0022,route_viability,2,1,right,single_left_r0.65,-1,0.65,0.65,0.65,0.0,-0.0,0.0,0,0,0
c0022,route_viability,2,1,right,single_right_r0.65,1,0.65,0.65,0.65,0.0,0.0,0.0,0,0,0
c0022,route_viability,2,1,right,single_left_r0.75,-1,0.75,0.69,0.65,0.18108009170588923,-0.18108009170588923,0.039999999999999925,0,0,0
c0022,route_viability,2,1,right,single_right_r0.75,1,0.75,0.7,0.65,0.22825865198097983,0.22825865198097983,0.04999999999999993,0,0,0
c0022,route_viability,2,1,right,single_left_r0.85,-1,0.85,0.7,0.65,0.22825865198097983,-0.22825865198097983,0.04999999999999993,0,0,0
c0022,route_viability,2,1,right,single_right_r0.85,1,0.85,0.75,0.65,0.47957308026188616,0.47957308026188616,0.09999999999999998,0,0,0
c0022,route_viability,2,1,right,stale_left_r0.85,-1,0.85,0.7375,0.65,0.4139757977760731,-0.4139757977760731,0.08750000000000002,0,0,0
c0022,route_viability,2,1,right,agreeing_left_two_r0.65,-1,0.65,0.7,0.65,0.22825865198097983,-0.22825865198097983,0.04999999999999993,0,0,0
c0022,route_viability,2,1,right,conflict_net_left,-1,0.85,0.7375,0.65,0.4139757977760731,-0.4139757977760731,0.08750000000000002,0,0,0
c0022,route_viability,2,1,right,reciprocal_left_r0.75,-1,0.75,0.69,0.65,0.18108009170588923,-0.18108009170588923,0.039999999999999925,0,0,0
